C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
R246,R177,00-03-05,68ST-HUNTER CO,6,IRT,12/26/2015,16:00:00,REGULAR,0001654178,0001622602                                         
R246,R177,00-03-05,68ST-HUNTER CO,6,IRT,12/28/2015,00:00:00,REGULAR,0001655169,0001623675                                         
R246,R177,00-03-05,68ST-HUNTER CO,6,IRT,12/29/2015,08:00:00,REGULAR,0001657365,0001626009                                         
R246,R177,00-03-05,68ST-HUNTER CO,6,IRT,12/30/2015,16:00:00,REGULAR,0001660545,0001629296                                         
R246,R177,00-03-05,68ST-HUNTER CO,6,IRT,01/01/2016,00:00:00,REGULAR,0001663473,0001631737                                         
R246,R177,00-03-06,68ST-HUNTER CO,6,IRT,12/26/2015,08:00:00,REGULAR,0019491291,0031047902                                         
R246,R177,00-03-06,68ST-HUNTER CO,6,IRT,12/27/2015,16:00:00,REGULAR,0019493302,0031049918                                         
R246,R177,00-03-06,68ST-HUNTER CO,6,IRT,12/29/2015,00:00:00,REGULAR,0019497071,0031053042                                         
R246,R177,00-03-06,68ST-HUNTER CO,6,IRT,12/30/2015,08:00:00,REGULAR,0019500527,0031056126                                         
R246,R177,00-03-06,68ST-HUNTER CO,6,IRT,12/31/2015,16:00:00,REGULAR,0019505386,0031060083                                         
R247,R178,01-00-00,77 ST,6,IRT,12/26/2015,00:00:00,REGULAR,0001238579,0005899283                                                  
R247,R178,01-00-00,77 ST,6,IRT,12/27/2015,08:00:00,REGULAR,0001239305,0005901796                                                  
R247,R178,01-00-00,77 ST,6,IRT,12/28/2015,16:00:00,REGULAR,0001240250,0005906684                                                  
R247,R178,01-00-00,77 ST,6,IRT,12/30/2015,00:00:00,REGULAR,0001241911,0005913459                                                  
R247,R178,01-00-00,77 ST,6,IRT,12/31/2015,08:00:00,REGULAR,0001243117,0005919152                                                  
R247,R178,01-00-00,77 ST,6,IRT,01/01/2016,16:00:00,REGULAR,0001244325,0005924094                                                  
R247,R178,01-00-01,77 ST,6,IRT,12/27/2015,00:00:00,REGULAR,0006048746,0023232395                                                  
R247,R178,01-00-01,77 ST,6,IRT,12/28/2015,08:00:00,REGULAR,0006049479,0023234017                                                  
R247,R178,01-00-01,77 ST,6,IRT,12/29/2015,16:00:00,REGULAR,0006051204,0023238417                                                  
R247,R178,01-00-01,77 ST,6,IRT,12/31/2015,00:00:00,REGULAR,0006053167,0023242744                                                  
R247,R178,01-00-01,77 ST,6,IRT,01/01/2016,08:00:00,REGULAR,0006054448,0023245602                                                  
R247,R178,01-00-03,77 ST,6,IRT,12/26/2015,16:00:00,REGULAR,0000084666,0000272229                                                  
R247,R178,01-00-03,77 ST,6,IRT,12/28/2015,00:00:00,REGULAR,0000085279,0000273258                                                  
R247,R178,01-00-03,77 ST,6,IRT,12/29/2015,08:00:00,REGULAR,0000086342,0000275135                                                  
R247,R178,01-00-03,77 ST,6,IRT,12/30/2015,16:00:00,REGULAR,0000087812,0000277872                                                  
R247,R178,01-00-03,77 ST,6,IRT,01/01/2016,00:00:00,REGULAR,0000089208,0000279792                                                  
R247,R178,01-03-00,77 ST,6,IRT,12/26/2015,08:00:00,REGULAR,0001925030,0013121058                                                  
R247,R178,01-03-00,77 ST,6,IRT,12/27/2015,16:00:00,REGULAR,0001925369,0013123006                                                  
R247,R178,01-03-00,77 ST,6,IRT,12/29/2015,00:00:00,REGULAR,0001926054,0013126268                                                  
R247,R178,01-03-00,77 ST,6,IRT,12/30/2015,08:00:00,REGULAR,0001926651,0013129539                                                  
R247,R178,01-03-00,77 ST,6,IRT,12/31/2015,16:00:00,REGULAR,0001927466,0013133844                                                  
R247,R178,01-03-01,77 ST,6,IRT,12/26/2015,00:00:00,REGULAR,0000093237,0000443121                                                  
R247,R178,01-03-01,77 ST,6,IRT,12/27/2015,08:00:00,REGULAR,0000093574,0000444762                                                  
R247,R178,01-03-01,77 ST,6,IRT,12/28/2015,16:00:00,REGULAR,0000094179,0000448025                                                  
R247,R178,01-03-01,77 ST,6,IRT,12/30/2015,00:00:00,REGULAR,0000095217,0000452568                                                  
R247,R178,01-03-01,77 ST,6,IRT,12/31/2015,08:00:00,REGULAR,0000095916,0000456413                                                  
R247,R178,01-03-01,77 ST,6,IRT,01/01/2016,16:00:00,REGULAR,0000096594,0000459634                                                  
R247,R178,01-03-02,77 ST,6,IRT,12/27/2015,00:00:00,REGULAR,0001072681,0010145010                                                  
R247,R178,01-03-02,77 ST,6,IRT,12/28/2015,08:00:00,REGULAR,0001072988,0010148178                                                  
R247,R178,01-03-02,77 ST,6,IRT,12/29/2015,16:00:00,REGULAR,0001073795,0010156600                                                  
R247,R178,01-03-02,77 ST,6,IRT,12/31/2015,00:00:00,REGULAR,0001074820,0010164426                                                  
R247,R178,01-03-02,77 ST,6,IRT,01/01/2016,08:00:00,REGULAR,0001075409,0010170246                                                  
R248,R178,00-00-00,77 ST,6,IRT,12/26/2015,16:00:00,REGULAR,0000210997,0000106943                                                  
R248,R178,00-00-00,77 ST,6,IRT,12/28/2015,00:00:00,REGULAR,0000213397,0000107533                                                  
R248,R178,00-00-00,77 ST,6,IRT,12/29/2015,08:00:00,REGULAR,0000215442,0000109014                                                  
R248,R178,00-00-00,77 ST,6,IRT,12/30/2015,16:00:00,REGULAR,0000216337,0000111135                                                  
R248,R178,00-00-00,77 ST,6,IRT,01/01/2016,00:00:00,REGULAR,0000220549,0000112509                                                  
R248,R178,00-00-01,77 ST,6,IRT,12/26/2015,08:00:00,REGULAR,0013634458,0002256301                                                  
R248,R178,00-00-01,77 ST,6,IRT,12/27/2015,16:00:00,REGULAR,0013637494,0002256806                                                  
R248,R178,00-00-01,77 ST,6,IRT,12/29/2015,00:00:00,REGULAR,0013642500,0002257632                                                  
R248,R178,00-00-01,77 ST,6,IRT,12/30/2015,08:00:00,REGULAR,0013648183,0002258382                                                  
R248,R178,00-00-01,77 ST,6,IRT,12/31/2015,16:00:00,REGULAR,0013654337,0002259393                                                  
R248,R178,00-00-02,77 ST,6,IRT,12/26/2015,00:00:00,REGULAR,0137471225,0017224888                                                  
R248,R178,00-00-02,77 ST,6,IRT,12/27/2015,08:00:00,REGULAR,0137473065,0017225249                                                  
R248,R178,00-00-02,77 ST,6,IRT,12/28/2015,16:00:00,REGULAR,0137476766,0017225870                                                  
R248,R178,00-00-02,77 ST,6,IRT,12/30/2015,00:00:00,REGULAR,0137482426,0017226375                                                  
R248,R178,00-00-02,77 ST,6,IRT,12/31/2015,08:00:00,REGULAR,0137486626,0017226983                                                  
R248,R178,00-00-02,77 ST,6,IRT,01/01/2016,16:00:00,REGULAR,0137490251,0017227482                                                  
R248,R178,00-00-03,77 ST,6,IRT,12/27/2015,00:00:00,REGULAR,0014044473,0001848141                                                  
R248,R178,00-00-03,77 ST,6,IRT,12/28/2015,08:00:00,REGULAR,0014045890,0001848435                                                  
R248,R178,00-00-03,77 ST,6,IRT,12/29/2015,16:00:00,REGULAR,0014050771,0001849042                                                  
R248,R178,00-00-03,77 ST,6,IRT,12/31/2015,00:00:00,REGULAR,0014055933,0001849509                                                  
R248,R178,00-00-03,77 ST,6,IRT,01/01/2016,08:00:00,REGULAR,0014058650,0001849918                                                  
R248,R178,00-00-04,77 ST,6,IRT,12/26/2015,16:00:00,REGULAR,0015524279,0004182153                                                  
R248,R178,00-00-04,77 ST,6,IRT,12/28/2015,00:00:00,REGULAR,0015525633,0004182288                                                  
R248,R178,00-00-04,77 ST,6,IRT,12/29/2015,08:00:00,REGULAR,0015528045,0004182708                                                  
R248,R178,00-00-04,77 ST,6,IRT,12/30/2015,16:00:00,REGULAR,0015532253,0004183241                                                  
R248,R178,00-00-04,77 ST,6,IRT,01/01/2016,00:00:00,REGULAR,0015535094,0004183586                                                  
R248,R178,00-00-05,77 ST,6,IRT,12/26/2015,08:00:00,REGULAR,0012590714,0004432601                                                  
R248,R178,00-00-05,77 ST,6,IRT,12/27/2015,16:00:00,REGULAR,0012592088,0004433388                                                  
R248,R178,00-00-05,77 ST,6,IRT,12/29/2015,00:00:00,REGULAR,0012595090,0004434611                                                  
R248,R178,00-00-05,77 ST,6,IRT,12/30/2015,08:00:00,REGULAR,0012598095,0004435859                                                  
R248,R178,00-00-05,77 ST,6,IRT,12/31/2015,16:00:00,REGULAR,0012601955,0004437498                                                  
R248,R178,00-00-06,77 ST,6,IRT,12/26/2015,00:00:00,REGULAR,0018509672,0004158772                                                  
R248,R178,00-00-06,77 ST,6,IRT,12/27/2015,08:00:00,REGULAR,0018511115,0004159337                                                  
R248,R178,00-00-06,77 ST,6,IRT,12/28/2015,16:00:00,REGULAR,0018514018,0004160475                                                  
R248,R178,00-00-06,77 ST,6,IRT,12/30/2015,00:00:00,REGULAR,0018519391,0004161638                                                  
R248,R178,00-00-06,77 ST,6,IRT,12/31/2015,08:00:00,REGULAR,0018523196,0004162795                                                  
R248,R178,00-00-06,77 ST,6,IRT,01/01/2016,16:00:00,REGULAR,0018526430,0004163903                                                  
R248,R178,00-00-07,77 ST,6,IRT,12/27/2015,00:00:00,REGULAR,0007655252,0001024118                                                  
R248,R178,00-00-07,77 ST,6,IRT,12/28/2015,08:00:00,REGULAR,0007656963,0001024605                                                  
R248,R178,00-00-07,77 ST,6,IRT,12/29/2015,16:00:00,REGULAR,0007662736,0001025483                                                  
R248,R178,00-00-07,77 ST,6,IRT,12/31/2015,00:00:00,REGULAR,0007668518,0001026076                                                  
R248,R178,00-00-07,77 ST,6,IRT,01/01/2016,08:00:00,REGULAR,0007671933,0001026722                                                  
R249,R179,01-00-00,86 ST,456,IRT,12/26/2015,19:00:00,REGULAR,0001791522,0029015288                                                
R249,R179,01-00-00,86 ST,456,IRT,12/28/2015,03:00:00,REGULAR,0001792136,0029021033                                                
R249,R179,01-00-00,86 ST,456,IRT,12/29/2015,11:00:00,REGULAR,0001792858,0029032250                                                
R249,R179,01-00-00,86 ST,456,IRT,12/30/2015,19:00:00,REGULAR,0001793903,0029046770                                                
R249,R179,01-00-00,86 ST,456,IRT,01/01/2016,03:00:00,REGULAR,0001794859,0029056634                                                
R249,R179,01-00-01,86 ST,456,IRT,12/26/2015,11:00:00,REGULAR,0006933200,0029033165                                                
R249,R179,01-00-01,86 ST,456,IRT,12/27/2015,19:00:00,REGULAR,0006934646,0029037608                                                
R249,R179,01-00-01,86 ST,456,IRT,12/29/2015,03:00:00,REGULAR,0006936176,0029042495                                                
R249,R179,01-00-01,86 ST,456,IRT,12/30/2015,11:00:00,REGULAR,0006937575,0029048441                                                
R249,R179,01-00-01,86 ST,456,IRT,12/31/2015,19:00:00,REGULAR,0006939858,0029055379                                                
R249,R179,01-00-02,86 ST,456,IRT,12/26/2015,03:00:00,REGULAR,0001224294,0002797736                                                
R249,R179,01-00-02,86 ST,456,IRT,12/27/2015,11:00:00,REGULAR,0001225367,0002800161                                                
R249,R179,01-00-02,86 ST,456,IRT,12/28/2015,19:00:00,REGULAR,0001227145,0002804654                                                
R249,R179,01-00-02,86 ST,456,IRT,12/30/2015,03:00:00,REGULAR,0001228979,0002809024                                                
R249,R179,01-00-02,86 ST,456,IRT,12/31/2015,11:00:00,REGULAR,0001230753,0002813378                                                
R249,R179,01-00-02,86 ST,456,IRT,01/01/2016,19:00:00,REGULAR,0001232554,0002816902                                                
R249,R179,01-00-03,86 ST,456,IRT,12/27/2015,03:00:00,REGULAR,0006588110,0017805065                                                
R249,R179,01-00-03,86 ST,456,IRT,12/28/2015,11:00:00,REGULAR,0006589070,0017806602                                                
R249,R179,01-00-03,86 ST,456,IRT,12/29/2015,19:00:00,REGULAR,0006591390,0017810081                                                
R249,R179,01-00-03,86 ST,456,IRT,12/31/2015,03:00:00,REGULAR,0006593341,0017812636                                                
R249,R179,01-00-03,86 ST,456,IRT,01/01/2016,11:00:00,REGULAR,0006594862,0017814519                                                
R249,R179,01-00-04,86 ST,456,IRT,12/26/2015,19:00:00,REGULAR,0907256822,1877313696                                                
R249,R179,01-00-04,86 ST,456,IRT,12/28/2015,03:00:00,REGULAR,0907257667,1877312904                                                
R249,R179,01-00-04,86 ST,456,IRT,12/29/2015,11:00:00,REGULAR,0907258873,1877311169                                                
R249,R179,01-00-04,86 ST,456,IRT,12/30/2015,19:00:00,REGULAR,0907260794,1877308616                                                
R249,R179,01-00-04,86 ST,456,IRT,01/01/2016,03:00:00,REGULAR,0907262211,1877307126                                                
R249,R179,01-00-05,86 ST,456,IRT,12/26/2015,11:00:00,REGULAR,0002907594,0007639798                                                
R249,R179,01-00-05,86 ST,456,IRT,12/27/2015,19:00:00,REGULAR,0002908517,0007641315                                                
R249,R179,01-00-05,86 ST,456,IRT,12/29/2015,03:00:00,REGULAR,0002909564,0007643414                                                
R249,R179,01-00-05,86 ST,456,IRT,12/30/2015,11:00:00,REGULAR,0002910578,0007646236                                                
R249,R179,01-00-05,86 ST,456,IRT,12/31/2015,19:00:00,REGULAR,0002912220,0007649458                                                
R249,R179,01-00-06,86 ST,456,IRT,12/26/2015,03:00:00,REGULAR,0000348985,0001129157                                                
R249,R179,01-00-06,86 ST,456,IRT,12/27/2015,11:00:00,REGULAR,0000349904,0001131491                                                
R249,R179,01-00-06,86 ST,456,IRT,12/28/2015,19:00:00,REGULAR,0000351370,0001135776                                                
R249,R179,01-00-06,86 ST,456,IRT,12/30/2015,03:00:00,REGULAR,0000352814,0001140288                                                
R249,R179,01-00-06,86 ST,456,IRT,12/31/2015,11:00:00,REGULAR,0000354101,0001145042                                                
R249,R179,01-00-06,86 ST,456,IRT,01/01/2016,19:00:00,REGULAR,0000355468,0001148766                                                
R249,R179,01-00-07,86 ST,456,IRT,12/27/2015,03:00:00,REGULAR,0007516381,0030245255                                                
R249,R179,01-00-07,86 ST,456,IRT,12/28/2015,11:00:00,REGULAR,0007517315,0030249295                                                
R249,R179,01-00-07,86 ST,456,IRT,12/29/2015,19:00:00,REGULAR,0007519287,0030257616                                                
R249,R179,01-00-07,86 ST,456,IRT,12/31/2015,03:00:00,REGULAR,0007520927,0030263911                                                
R249,R179,01-00-07,86 ST,456,IRT,01/01/2016,11:00:00,REGULAR,0007522184,0030269014                                                
R249,R179,01-00-08,86 ST,456,IRT,12/26/2015,19:00:00,REGULAR,0008143258,0036608392                                                
R249,R179,01-00-08,86 ST,456,IRT,12/28/2015,03:00:00,REGULAR,0008144374,0036612314                                                
R249,R179,01-00-08,86 ST,456,IRT,12/29/2015,11:00:00,REGULAR,0008145770,0036619961                                                
R249,R179,01-00-08,86 ST,456,IRT,12/30/2015,19:00:00,REGULAR,0008147730,0036630335                                                
R249,R179,01-00-08,86 ST,456,IRT,01/01/2016,03:00:00,REGULAR,0008149303,0036637043                                                
R249,R179,01-00-09,86 ST,456,IRT,12/26/2015,11:00:00,REGULAR,0001081363,0010616319                                                
R249,R179,01-00-09,86 ST,456,IRT,12/27/2015,19:00:00,REGULAR,0001082370,0010624912                                                
R249,R179,01-00-09,86 ST,456,IRT,12/29/2015,03:00:00,REGULAR,0001083640,0010634798                                                
R249,R179,01-00-09,86 ST,456,IRT,12/30/2015,11:00:00,REGULAR,0001084832,0010647751                                                
R249,R179,01-00-09,86 ST,456,IRT,12/31/2015,19:00:00,REGULAR,0001086637,0010661694                                                
R250,R179,00-00-00,86 ST,456,IRT,12/26/2015,03:00:00,REGULAR,0005563688,0001410207                                                
R250,R179,00-00-00,86 ST,456,IRT,12/27/2015,11:00:00,REGULAR,0005566179,0001411640                                                
R250,R179,00-00-00,86 ST,456,IRT,12/28/2015,15:33:58,REGULAR,0005570503,0001413082                                                
R250,R179,00-00-00,86 ST,456,IRT,12/29/2015,23:00:00,REGULAR,0005577804,0001414418                                                
R250,R179,00-00-00,86 ST,456,IRT,12/31/2015,07:00:00,REGULAR,0005583520,0001415582                                                
R250,R179,00-00-00,86 ST,456,IRT,01/01/2016,15:00:00,REGULAR,0005588837,0001417024                                                
R250,R179,00-00-01,86 ST,456,IRT,12/26/2015,23:00:00,REGULAR,0011243467,0001268452                                                
R250,R179,00-00-01,86 ST,456,IRT,12/28/2015,07:00:00,REGULAR,0011245976,0001268843                                                
R250,R179,00-00-01,86 ST,456,IRT,12/29/2015,11:00:00,REGULAR,0011251570,0001269311                                                
R250,R179,00-00-01,86 ST,456,IRT,12/30/2015,19:00:00,REGULAR,0011258682,0001269935                                                
R250,R179,00-00-01,86 ST,456,IRT,01/01/2016,03:00:00,REGULAR,0011263867,0001270471                                                
R250,R179,00-00-02,86 ST,456,IRT,12/26/2015,11:00:00,REGULAR,0024205655,0001995809                                                
R250,R179,00-00-02,86 ST,456,IRT,12/27/2015,19:00:00,REGULAR,0024209475,0001996148                                                
R250,R179,00-00-02,86 ST,456,IRT,12/28/2015,23:00:00,REGULAR,0024213879,0001996493                                                
R250,R179,00-00-02,86 ST,456,IRT,12/30/2015,07:00:00,REGULAR,0024218496,0001996794                                                
R250,R179,00-00-02,86 ST,456,IRT,12/31/2015,15:00:00,REGULAR,0024224982,0001997264                                                
R250,R179,00-00-02,86 ST,456,IRT,01/01/2016,23:00:00,REGULAR,0024229011,0001997526                                                
R250,R179,00-00-03,86 ST,456,IRT,12/27/2015,07:00:00,REGULAR,0021066034,0001550189                                                
R250,R179,00-00-03,86 ST,456,IRT,12/28/2015,15:00:00,REGULAR,0021069228,0001550401                                                
R250,R179,00-00-03,86 ST,456,IRT,12/29/2015,19:00:00,REGULAR,0021073931,0001550689                                                
R250,R179,00-00-03,86 ST,456,IRT,12/31/2015,03:00:00,REGULAR,0021078034,0001550937                                                
R250,R179,00-00-03,86 ST,456,IRT,01/01/2016,11:00:00,REGULAR,0021081561,0001551204                                                
R250,R179,00-00-04,86 ST,456,IRT,12/26/2015,19:00:00,REGULAR,0003861285,0000266529                                                
R250,R179,00-00-04,86 ST,456,IRT,12/28/2015,03:00:00,REGULAR,0003862820,0000266659                                                
R250,R179,00-00-04,86 ST,456,IRT,12/29/2015,07:00:00,REGULAR,0003865208,0000266849                                                
R250,R179,00-00-04,86 ST,456,IRT,12/30/2015,15:00:00,REGULAR,0003869247,0000267109                                                
R250,R179,00-00-04,86 ST,456,IRT,12/31/2015,23:00:00,REGULAR,0003872893,0000267341                                                
R250,R179,00-00-05,86 ST,456,IRT,12/26/2015,07:00:00,REGULAR,0002027529,0000175425                                                
R250,R179,00-00-05,86 ST,456,IRT,12/27/2015,15:00:00,REGULAR,0002028715,0000175587                                                
R250,R179,00-00-05,86 ST,456,IRT,12/28/2015,19:00:00,REGULAR,0002030522,0000175789                                                
R250,R179,00-00-05,86 ST,456,IRT,12/30/2015,03:00:00,REGULAR,0002032558,0000175978                                                
R250,R179,00-00-05,86 ST,456,IRT,12/31/2015,11:00:00,REGULAR,0002034603,0000176204                                                
R250,R179,00-00-05,86 ST,456,IRT,01/01/2016,19:00:00,REGULAR,0002036313,0000176367                                                
R250,R179,00-00-06,86 ST,456,IRT,12/27/2015,03:00:00,REGULAR,0018457056,0001767216                                                
R250,R179,00-00-06,86 ST,456,IRT,12/28/2015,11:00:00,REGULAR,0018458818,0001767433                                                
R250,R179,00-00-06,86 ST,456,IRT,12/29/2015,15:00:00,REGULAR,0018461484,0001767736                                                
R250,R179,00-00-06,86 ST,456,IRT,12/30/2015,23:00:00,REGULAR,0018465019,0001768124                                                
R250,R179,00-00-06,86 ST,456,IRT,01/01/2016,07:00:00,REGULAR,0018467175,0001768377                                                
R250,R179,00-00-07,86 ST,456,IRT,12/26/2015,15:00:00,REGULAR,0001162160,0000114359                                                
R250,R179,00-00-07,86 ST,456,IRT,12/27/2015,23:00:00,REGULAR,0001164993,0000114607                                                
R250,R179,00-00-07,86 ST,456,IRT,12/29/2015,03:00:00,REGULAR,0001167686,0000114896                                                
R250,R179,00-00-07,86 ST,456,IRT,12/30/2015,11:00:00,REGULAR,0001171322,0000115264                                                
R250,R179,00-00-07,86 ST,456,IRT,12/31/2015,19:00:00,REGULAR,0001175695,0000115746                                                
R250,R179,00-00-08,86 ST,456,IRT,12/26/2015,03:00:00,REGULAR,0025938400,0002200065                                                
R250,R179,00-00-08,86 ST,456,IRT,12/27/2015,11:00:00,REGULAR,0025940895,0002200327                                                
R250,R179,00-00-08,86 ST,456,IRT,12/28/2015,15:33:58,REGULAR,0025944400,0002200672                                                
R250,R179,00-00-08,86 ST,456,IRT,12/29/2015,23:00:00,REGULAR,0025949808,0002201121                                                
R250,R179,00-00-08,86 ST,456,IRT,12/31/2015,07:00:00,REGULAR,0025953747,0002201496                                                
R250,R179,00-00-08,86 ST,456,IRT,01/01/2016,15:00:00,REGULAR,0025957836,0002201854                                                
R250,R179,00-00-09,86 ST,456,IRT,12/26/2015,23:00:00,REGULAR,0027471985,0003168923                                                
R250,R179,00-00-09,86 ST,456,IRT,12/28/2015,07:00:00,REGULAR,0027474350,0003169285                                                
R250,R179,00-00-09,86 ST,456,IRT,12/29/2015,11:00:00,REGULAR,0027479156,0003169769                                                
R250,R179,00-00-09,86 ST,456,IRT,12/30/2015,19:00:00,REGULAR,0027486091,0003170516                                                
R250,R179,00-00-09,86 ST,456,IRT,01/01/2016,03:00:00,REGULAR,0027490588,0003171046                                                
R250,R179,00-00-0A,86 ST,456,IRT,12/26/2015,11:00:00,REGULAR,0020001091,0004489395                                                
R250,R179,00-00-0A,86 ST,456,IRT,12/27/2015,19:00:00,REGULAR,0020004805,0004490461                                                
R250,R179,00-00-0A,86 ST,456,IRT,12/28/2015,23:00:00,REGULAR,0020009262,0004491281                                                
R250,R179,00-00-0A,86 ST,456,IRT,12/30/2015,07:00:00,REGULAR,0020013665,0004492027                                                
R250,R179,00-00-0A,86 ST,456,IRT,12/31/2015,15:00:00,REGULAR,0020020257,0004493191                                                
R250,R179,00-00-0A,86 ST,456,IRT,01/01/2016,23:00:00,REGULAR,0020023923,0004493998                                                
R250,R179,00-00-0B,86 ST,456,IRT,12/27/2015,07:00:00,REGULAR,0025438835,0013929974                                                
R250,R179,00-00-0B,86 ST,456,IRT,12/28/2015,15:00:00,REGULAR,0025443912,0013932110                                                
R250,R179,00-00-0B,86 ST,456,IRT,12/29/2015,19:00:00,REGULAR,0025450917,0013933609                                                
R250,R179,00-00-0B,86 ST,456,IRT,12/31/2015,03:00:00,REGULAR,0025457533,0013935037                                                
R250,R179,00-00-0B,86 ST,456,IRT,01/01/2016,11:00:00,REGULAR,0025462810,0013936787                                                
R251,R144,00-00-00,96 ST,6,IRT,12/26/2015,16:00:00,REGULAR,0019773304,0012970345                                                  
R251,R144,00-00-00,96 ST,6,IRT,12/28/2015,00:00:00,REGULAR,0019775466,0012971479                                                  
R251,R144,00-00-00,96 ST,6,IRT,12/29/2015,08:00:00,REGULAR,0019779011,0012973567                                                  
R251,R144,00-00-00,96 ST,6,IRT,12/30/2015,16:00:00,REGULAR,0019783991,0012976129                                                  
R251,R144,00-00-00,96 ST,6,IRT,01/01/2016,00:00:00,REGULAR,0019788508,0012978376                                                  
R251,R144,00-00-01,96 ST,6,IRT,12/26/2015,08:00:00,REGULAR,0020994563,0007616926                                                  
R251,R144,00-00-01,96 ST,6,IRT,12/27/2015,16:00:00,REGULAR,0020996697,0007617474                                                  
R251,R144,00-00-01,96 ST,6,IRT,12/29/2015,00:00:00,REGULAR,0021000020,0007618519                                                  
R251,R144,00-00-01,96 ST,6,IRT,12/30/2015,08:00:00,REGULAR,0021003292,0007619616                                                  
R251,R144,00-00-01,96 ST,6,IRT,12/31/2015,16:00:00,REGULAR,0021007902,0007620919                                                  
R251,R144,00-00-02,96 ST,6,IRT,12/26/2015,00:00:00,REGULAR,0014741562,0003622738                                                  
R251,R144,00-00-02,96 ST,6,IRT,12/27/2015,08:00:00,REGULAR,0014742809,0003623013                                                  
R251,R144,00-00-02,96 ST,6,IRT,12/28/2015,16:00:00,REGULAR,0014745264,0003623575                                                  
R251,R144,00-00-02,96 ST,6,IRT,12/30/2015,00:00:00,REGULAR,0014749137,0003624321                                                  
R251,R144,00-00-02,96 ST,6,IRT,12/31/2015,08:00:00,REGULAR,0014751995,0003625010                                                  
R251,R144,00-00-02,96 ST,6,IRT,01/01/2016,16:00:00,REGULAR,0014755094,0003625574                                                  
R251,R144,00-03-00,96 ST,6,IRT,12/27/2015,00:00:00,REGULAR,0015832953,0002860500                                                  
R251,R144,00-03-00,96 ST,6,IRT,12/28/2015,08:00:00,REGULAR,0015834087,0002860799                                                  
R251,R144,00-03-00,96 ST,6,IRT,12/29/2015,16:00:00,REGULAR,0015838475,0002861618                                                  
R251,R144,00-03-00,96 ST,6,IRT,12/31/2015,00:00:00,REGULAR,0015842614,0002862381                                                  
R251,R144,00-03-00,96 ST,6,IRT,01/01/2016,08:00:00,REGULAR,0015845272,0002862875                                                  
R251,R144,00-03-01,96 ST,6,IRT,12/26/2015,16:00:00,REGULAR,0005666104,0000729277                                                  
R251,R144,00-03-01,96 ST,6,IRT,12/28/2015,00:00:00,REGULAR,0005667651,0000729560                                                  
R251,R144,00-03-01,96 ST,6,IRT,12/29/2015,08:00:00,REGULAR,0005670994,0000730116                                                  
R251,R144,00-03-01,96 ST,6,IRT,12/30/2015,16:00:00,REGULAR,0005675879,0000730884                                                  
R251,R144,00-03-01,96 ST,6,IRT,01/01/2016,00:00:00,REGULAR,0005680116,0000731455                                                  
R251,R144,00-03-02,96 ST,6,IRT,12/26/2015,08:00:00,REGULAR,0017053825,0001932258                                                  
R251,R144,00-03-02,96 ST,6,IRT,12/27/2015,16:00:00,REGULAR,0017056769,0001932769                                                  
R251,R144,00-03-02,96 ST,6,IRT,12/29/2015,00:00:00,REGULAR,0017062114,0001933453                                                  
R251,R144,00-03-02,96 ST,6,IRT,12/30/2015,08:00:00,REGULAR,0017067237,0001934127                                                  
R251,R144,00-03-02,96 ST,6,IRT,12/31/2015,16:00:00,REGULAR,0017074399,0001934870                                                  
R252,R180,00-00-00,103 ST,6,IRT,12/26/2015,00:00:00,REGULAR,0007983093,0007687449                                                 
R252,R180,00-00-00,103 ST,6,IRT,12/27/2015,08:00:00,REGULAR,0007984586,0007688960                                                 
R252,R180,00-00-00,103 ST,6,IRT,12/28/2015,16:00:00,REGULAR,0007987195,0007691356                                                 
R252,R180,00-00-00,103 ST,6,IRT,12/30/2015,00:00:00,REGULAR,0007989306,0007693018                                                 
R252,R180,00-00-00,103 ST,6,IRT,12/31/2015,08:00:00,REGULAR,0007991041,0007694593                                                 
R252,R180,00-00-00,103 ST,6,IRT,01/01/2016,16:00:00,REGULAR,0007993700,0007697068                                                 
R252,R180,00-00-01,103 ST,6,IRT,12/27/2015,00:00:00,REGULAR,0001372113,0000484409                                                 
R252,R180,00-00-01,103 ST,6,IRT,12/28/2015,08:00:00,REGULAR,0001373825,0000485150                                                 
R252,R180,00-00-01,103 ST,6,IRT,12/29/2015,16:00:00,REGULAR,0001377843,0000486656                                                 
R252,R180,00-00-01,103 ST,6,IRT,12/31/2015,00:00:00,REGULAR,0001380453,0000487625                                                 
R252,R180,00-00-01,103 ST,6,IRT,01/01/2016,08:00:00,REGULAR,0001383129,0000488750                                                 
R252,R180,00-00-02,103 ST,6,IRT,12/26/2015,16:00:00,REGULAR,0011756207,0005141613                                                 
R252,R180,00-00-02,103 ST,6,IRT,12/28/2015,00:00:00,REGULAR,0011757892,0005142528                                                 
R252,R180,00-00-02,103 ST,6,IRT,12/29/2015,08:00:00,REGULAR,0011760082,0005143540                                                 
R252,R180,00-00-02,103 ST,6,IRT,12/30/2015,16:00:00,REGULAR,0011764602,0005144991                                                 
R252,R180,00-00-02,103 ST,6,IRT,01/01/2016,00:00:00,REGULAR,0011767439,0005146324                                                 
R252,R180,00-00-03,103 ST,6,IRT,12/26/2015,08:00:00,REGULAR,0007461033,0004150447                                                 
