,Airport,Year,FAA REGION,COUNTY,CITY,STATE,AP Type,Departure Cancellations,Arrival Cancellations,Departure Diversions,Arrival Diversions,departures for metric computation,arrivals for metric computation,percent on-time gate departures,percent on-time airport departures,percent on-time gate arrivals,average_gate_departure_delay,average_taxi_out_time,average taxi out delay,average airport departure delay,average airborne delay,average taxi in delay,average block delay,average gate arrival delay,label,Latitude,Longitude
0,ABQ,2004.0,ASW,BERNALILLO,ALBUQUERQUE,NM,Federalized/Commercial,242.0,235.0,71.0,46.0,53971,53818,0.803,0.7809,0.7921,10.38,9.89,2.43,12.1,2.46,0.83,2.55,10.87,0,35.040194,-106.60919399999999
1,ABQ,2005.0,ASW,BERNALILLO,ALBUQUERQUE,NM,Federalized/Commercial,221.0,190.0,61.0,33.0,51829,51877,0.814,0.7922,0.8001,9.6,9.79,2.29,11.2,2.26,0.89,2.34,10.24,0,35.040194,-106.60919399999999
2,ABQ,2006.0,ASW,BERNALILLO,ALBUQUERQUE,NM,Federalized/Commercial,392.0,329.0,71.0,124.0,49682,51199,0.7983,0.7756,0.7746,10.84,9.89,2.16,12.33,2.12,0.84,2.66,11.82,0,35.040194,-106.60919399999999
3,ABQ,2007.0,ASW,BERNALILLO,ALBUQUERQUE,NM,Federalized/Commercial,366.0,304.0,107.0,45.0,53255,53611,0.8005,0.7704,0.7647,11.29,10.34,2.4,12.95,2.19,1.29,3.06,12.71,0,35.040194,-106.60919399999999
4,ABQ,2008.0,ASW,BERNALILLO,ALBUQUERQUE,NM,Federalized/Commercial,333.0,300.0,79.0,42.0,49589,49512,0.8103,0.7844,0.7875,10.79,10.41,2.41,12.32,1.82,1.03,2.79,11.48,0,35.040194,-106.60919399999999
5,ABQ,2009.0,ASW,BERNALILLO,ALBUQUERQUE,NM,Federalized/Commercial,192.0,162.0,74.0,26.0,42550,42704,0.8341,0.8147,0.8224,9.24,9.88,1.89,10.45,1.74,0.92,1.98,9.27,0,35.040194,-106.60919399999999
6,ABQ,2010.0,ASW,BERNALILLO,ALBUQUERQUE,NM,Federalized/Commercial,222.0,177.0,71.0,50.0,42302,42169,0.8144,0.7907,0.8047,10.25,9.95,2.05,11.58,1.66,0.95,1.9,10.23,0,35.040194,-106.60919399999999
7,ABQ,2011.0,ASW,BERNALILLO,ALBUQUERQUE,NM,Federalized/Commercial,345.0,294.0,77.0,61.0,42283,42297,0.8072,0.7758,0.8022,10.81,10.5,2.51,12.57,1.58,0.84,1.87,10.63,0,35.040194,-106.60919399999999
8,ABQ,2012.0,ASW,BERNALILLO,ALBUQUERQUE,NM,Federalized/Commercial,237.0,181.0,65.0,60.0,39105,39107,0.8219,0.794,0.8177,10.55,10.27,2.32,12.11,1.41,0.98,1.8,9.73,0,35.040194,-106.60919399999999
9,ABQ,2013.0,ASW,BERNALILLO,ALBUQUERQUE,NM,Federalized/Commercial,232.0,212.0,62.0,46.0,35277,34989,0.771,0.7402,0.7554,12.56,10.77,2.64,14.28,1.6,0.92,2.35,12.76,0,35.040194,-106.60919399999999
10,ABQ,2014.0,ASW,BERNALILLO,ALBUQUERQUE,NM,Federalized/Commercial,315.0,274.0,66.0,37.0,33292,33137,0.7451,0.7148,0.732,14.3,10.64,2.41,15.99,1.73,1.02,2.4,14.72,4,35.040194,-106.60919399999999
11,ANC,2004.0,AAL,ANCHORAGE,ANCHORAGE,AK,Federalized/Commercial,473.0,532.0,73.0,30.0,16503,15511,0.7109,0.677,0.6502,21.45,12.41,2.92,23.05,4.03,1.08,5.93,22.62,4,61.174082999999996,-149.99819399999998
12,ANC,2005.0,AAL,ANCHORAGE,ANCHORAGE,AK,Federalized/Commercial,424.0,484.0,74.0,31.0,72043,67034,0.7394,0.7061,0.6955,18.36,12.19,2.78,19.97,3.65,1.01,4.96,19.35,4,61.174082999999996,-149.99819399999998
13,ANC,2006.0,AAL,ANCHORAGE,ANCHORAGE,AK,Federalized/Commercial,367.0,436.0,88.0,50.0,75708,69995,0.7771,0.7455,0.711,15.56,12.84,2.54,17.07,4.29,0.72,5.83,17.71,4,61.174082999999996,-149.99819399999998
14,ANC,2007.0,AAL,ANCHORAGE,ANCHORAGE,AK,Federalized/Commercial,359.0,423.0,93.0,54.0,78741,73323,0.7838,0.7457,0.7196,15.69,13.19,2.29,17.52,5.13,0.39,5.87,18.09,4,61.174082999999996,-149.99819399999998
15,ANC,2008.0,AAL,ANCHORAGE,ANCHORAGE,AK,Federalized/Commercial,268.0,355.0,97.0,57.0,76606,72479,0.7972,0.7698,0.7573,13.45,13.44,1.86,14.72,5.13,0.63,5.93,15.89,4,61.174082999999996,-149.99819399999998
16,ANC,2009.0,AAL,ANCHORAGE,ANCHORAGE,AK,Federalized/Commercial,354.0,421.0,84.0,80.0,67252,63135,0.8112,0.7952,0.8264,15.1,12.49,1.55,15.88,3.85,0.31,4.19,15.95,4,61.174082999999996,-149.99819399999998
17,ANC,2010.0,AAL,ANCHORAGE,ANCHORAGE,AK,Federalized/Commercial,149.0,204.0,84.0,32.0,73089,68125,0.7992,0.776,0.8045,17.77,11.97,1.79,18.83,3.75,0.37,3.91,20.28,4,61.174082999999996,-149.99819399999998
18,ANC,2011.0,AAL,ANCHORAGE,ANCHORAGE,AK,Federalized/Commercial,191.0,265.0,87.0,36.0,72556,66845,0.8276,0.805,0.8292,14.56,11.89,1.66,15.6,3.92,0.55,4.01,13.93,0,61.174082999999996,-149.99819399999998
19,ANC,2012.0,AAL,ANCHORAGE,ANCHORAGE,AK,Federalized/Commercial,216.0,284.0,78.0,36.0,70322,66453,0.8442,0.8235,0.8521,10.01,11.71,1.52,11.0,3.86,0.34,3.75,9.33,0,61.174082999999996,-149.99819399999998
20,ANC,2013.0,AAL,ANCHORAGE,ANCHORAGE,AK,Federalized/Commercial,141.0,184.0,65.0,40.0,69984,65469,0.8432,0.8228,0.8631,9.18,12.03,1.51,10.09,3.4,0.47,3.82,8.46,0,61.174082999999996,-149.99819399999998
21,ANC,2014.0,AAL,ANCHORAGE,ANCHORAGE,AK,Federalized/Commercial,111.0,162.0,74.0,28.0,71099,66704,0.8288,0.8074,0.86,11.33,11.33,1.33,12.34,4.09,0.54,4.57,10.82,0,61.174082999999996,-149.99819399999998
22,ATL,2004.0,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,7870.0,8433.0,737.0,772.0,477323,473249,0.7596,0.5757,0.737,13.59,20.45,8.73,21.36,5.0,2.79,4.69,15.31,2,33.6367,-84.427864
23,ATL,2005.0,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,13837.0,14480.0,790.0,1080.0,484570,480171,0.7413,0.6216,0.7337,15.5,18.52,7.26,21.8,4.24,2.72,4.62,17.23,2,33.6367,-84.427864
24,ATL,2006.0,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,6624.0,7301.0,913.0,787.0,483334,478735,0.715,0.5324,0.7205,16.2,20.38,9.63,24.85,3.71,4.13,4.72,16.95,2,33.6367,-84.427864
25,ATL,2007.0,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,6796.0,7790.0,920.0,1045.0,491826,486799,0.7167,0.5713,0.7446,16.77,19.67,8.28,24.18,3.88,4.17,4.43,16.09,2,33.6367,-84.427864
26,ATL,2008.0,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,5830.0,6705.0,982.0,1072.0,482903,478627,0.7696,0.6071,0.7559,13.86,20.6,9.01,21.59,4.11,4.07,5.09,15.71,2,33.6367,-84.427864
27,ATL,2009.0,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,5324.0,6303.0,1064.0,1116.0,479957,475882,0.7775,0.59,0.7335,13.2,21.84,9.73,21.48,3.31,4.75,5.7,16.54,2,33.6367,-84.427864
28,ATL,2010.0,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,8198.0,9279.0,971.0,945.0,469542,465911,0.7961,0.6405,0.7956,12.82,21.26,8.61,19.9,2.66,4.32,3.67,14.16,2,33.6367,-84.427864
29,ATL,2011.0,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,6555.0,7484.0,903.0,812.0,454954,453734,0.8008,0.673,0.8068,12.2,20.33,7.52,18.25,2.41,4.0,3.54,12.56,2,33.6367,-84.427864
30,ATL,2012.0,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,2259.0,2782.0,798.0,655.0,457501,455968,0.832,0.7401,0.8422,9.84,18.8,6.03,14.44,1.62,3.13,2.89,10.27,2,33.6367,-84.427864
31,ATL,2013.0,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,2916.0,3450.0,870.0,655.0,448180,445498,0.7917,0.7025,0.807,12.28,18.2,5.83,16.98,2.38,2.6,3.64,12.74,2,33.6367,-84.427864
32,ATL,2014.0,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,5977.0,6483.0,781.0,655.0,428954,428312,0.7899,0.7134,0.8123,11.99,17.4,4.92,15.93,2.74,2.77,3.21,12.42,2,33.6367,-84.427864
33,AUS,2004.0,ASW,TRAVIS,AUSTIN,TX,Federalized/Commercial,477.0,436.0,53.0,40.0,14094,14052,0.7845,0.7658,0.7486,12.05,11.0,2.33,13.73,2.85,0.82,3.26,13.95,4,30.194528000000002,-97.669889
34,AUS,2005.0,ASW,TRAVIS,AUSTIN,TX,Federalized/Commercial,435.0,411.0,57.0,76.0,55790,55678,0.8107,0.7892,0.7641,10.31,10.98,2.42,12.04,2.61,0.99,2.74,12.62,0,30.194528000000002,-97.669889
35,AUS,2006.0,ASW,TRAVIS,AUSTIN,TX,Federalized/Commercial,440.0,387.0,82.0,51.0,56809,56704,0.7826,0.7579,0.7424,12.29,11.33,2.34,13.95,2.39,1.02,3.28,14.35,4,30.194528000000002,-97.669889
36,AUS,2007.0,ASW,TRAVIS,AUSTIN,TX,Federalized/Commercial,827.0,773.0,116.0,114.0,62255,62685,0.7789,0.7499,0.7241,12.84,12.1,2.74,14.79,2.41,1.27,3.45,15.39,4,30.194528000000002,-97.669889
37,AUS,2008.0,ASW,TRAVIS,AUSTIN,TX,Federalized/Commercial,732.0,688.0,95.0,86.0,60425,60559,0.7986,0.773,0.7473,11.77,12.11,2.6,13.51,2.05,1.02,3.06,14.42,0,30.194528000000002,-97.669889
38,AUS,2009.0,ASW,TRAVIS,AUSTIN,TX,Federalized/Commercial,298.0,261.0,72.0,69.0,53686,53651,0.8154,0.7943,0.772,10.91,11.67,2.05,12.23,2.26,1.16,2.69,12.73,0,30.194528000000002,-97.669889
39,AUS,2010.0,ASW,TRAVIS,AUSTIN,TX,Federalized/Commercial,356.0,307.0,74.0,67.0,54502,54481,0.8068,0.7857,0.7734,10.98,11.46,1.91,12.18,1.88,0.91,2.36,12.38,0,30.194528000000002,-97.669889
40,AUS,2011.0,ASW,TRAVIS,AUSTIN,TX,Federalized/Commercial,425.0,399.0,102.0,30.0,55584,55526,0.8051,0.7841,0.7738,11.29,11.38,1.97,12.56,1.65,0.97,2.42,12.56,0,30.194528000000002,-97.669889
41,AUS,2012.0,ASW,TRAVIS,AUSTIN,TX,Federalized/Commercial,353.0,323.0,80.0,60.0,56043,55752,0.8083,0.784,0.7769,10.98,11.59,2.25,12.46,1.69,1.18,2.46,12.3,0,30.194528000000002,-97.669889
42,AUS,2013.0,ASW,TRAVIS,AUSTIN,TX,Federalized/Commercial,390.0,318.0,84.0,80.0,58240,58316,0.7716,0.7433,0.7261,13.25,11.8,2.33,14.85,1.8,1.19,3.04,16.35,4,30.194528000000002,-97.669889
43,AUS,2014.0,ASW,TRAVIS,AUSTIN,TX,Federalized/Commercial,484.0,435.0,88.0,97.0,60588,60264,0.7627,0.7382,0.7222,14.16,11.76,2.06,15.59,2.25,1.08,2.88,16.2,4,30.194528000000002,-97.669889
44,BDL,2004.0,ANE,HARTFORD,WINDSOR LOCKS,CT,Federalized/Commercial,426.0,368.0,70.0,26.0,52897,52093,0.8222,0.7719,0.768,10.26,13.58,3.95,13.1,2.95,0.89,3.48,12.95,0,41.939145,-72.683371
45,BDL,2005.0,ANE,HARTFORD,WINDSOR LOCKS,CT,Federalized/Commercial,719.0,669.0,74.0,32.0,58287,57128,0.8108,0.7668,0.7549,11.34,13.03,3.66,13.86,3.06,1.03,3.38,14.02,0,41.939145,-72.683371
46,BDL,2006.0,ANE,HARTFORD,WINDSOR LOCKS,CT,Federalized/Commercial,561.0,486.0,78.0,34.0,54169,53701,0.794,0.7496,0.7488,12.09,13.02,3.32,14.51,2.9,1.01,3.47,14.12,4,41.939145,-72.683371
47,BDL,2007.0,ANE,HARTFORD,WINDSOR LOCKS,CT,Federalized/Commercial,757.0,685.0,82.0,40.0,52603,52050,0.783,0.7305,0.7226,13.64,13.71,3.76,16.59,3.12,1.19,3.7,15.85,4,41.939145,-72.683371
48,BDL,2008.0,ANE,HARTFORD,WINDSOR LOCKS,CT,Federalized/Commercial,587.0,499.0,74.0,80.0,47467,46956,0.8105,0.7682,0.7525,12.27,13.56,3.32,14.74,3.39,1.08,3.46,14.4,4,41.939145,-72.683371
49,BDL,2009.0,ANE,HARTFORD,WINDSOR LOCKS,CT,Federalized/Commercial,347.0,314.0,79.0,52.0,39994,39698,0.8349,0.7944,0.7933,10.26,13.02,2.89,12.33,2.97,0.86,2.93,11.7,0,41.939145,-72.683371
50,BDL,2010.0,ANE,HARTFORD,WINDSOR LOCKS,CT,Federalized/Commercial,466.0,425.0,71.0,35.0,39685,39309,0.8154,0.7707,0.7748,10.79,13.07,3.0,12.89,3.04,0.97,3.19,12.62,0,41.939145,-72.683371
51,BDL,2011.0,ANE,HARTFORD,WINDSOR LOCKS,CT,Federalized/Commercial,614.0,554.0,54.0,35.0,42774,42628,0.8042,0.7676,0.7715,12.24,12.81,2.67,14.15,2.9,0.99,2.78,13.42,0,41.939145,-72.683371
52,BDL,2012.0,ANE,HARTFORD,WINDSOR LOCKS,CT,Federalized/Commercial,295.0,257.0,48.0,26.0,39274,39122,0.8166,0.7863,0.7832,11.2,12.4,2.33,12.77,2.34,0.76,2.43,12.46,0,41.939145,-72.683371
53,BDL,2013.0,ANE,HARTFORD,WINDSOR LOCKS,CT,Federalized/Commercial,364.0,331.0,45.0,17.0,38505,38508,0.7931,0.7521,0.7493,12.7,12.62,2.69,14.8,2.46,0.9,2.97,14.58,4,41.939145,-72.683371
54,BDL,2014.0,ANE,HARTFORD,WINDSOR LOCKS,CT,Federalized/Commercial,467.0,421.0,57.0,32.0,39279,39109,0.7953,0.7605,0.7569,12.64,12.76,2.58,14.39,2.34,0.95,2.64,14.79,4,41.939145,-72.683371
55,BHM,2004.0,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,402.0,332.0,71.0,24.0,9336,9557,0.7822,0.7528,0.7282,12.41,10.5,2.77,14.25,2.45,1.07,2.63,14.41,4,33.563889,-86.752306
56,BHM,2005.0,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,419.0,395.0,63.0,25.0,36146,36973,0.7815,0.7555,0.719,12.01,10.64,2.93,13.86,2.47,0.99,2.55,14.95,4,33.563889,-86.752306
57,BHM,2006.0,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,287.0,257.0,53.0,30.0,33169,33672,0.7537,0.7279,0.6976,14.13,11.11,2.66,15.96,2.54,0.94,3.33,16.07,4,33.563889,-86.752306
58,BHM,2007.0,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,459.0,371.0,59.0,23.0,35612,35925,0.7583,0.7257,0.7055,14.55,11.77,2.84,16.69,2.68,0.81,3.28,17.23,4,33.563889,-86.752306
59,BHM,2008.0,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,385.0,341.0,58.0,42.0,34605,34766,0.7715,0.7406,0.7289,13.82,11.94,2.88,15.82,2.14,0.65,3.0,15.37,4,33.563889,-86.752306
60,BHM,2009.0,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,249.0,209.0,61.0,64.0,29422,29959,0.7785,0.7362,0.7443,13.02,12.38,3.21,15.3,1.82,0.73,2.77,14.34,4,33.563889,-86.752306
61,BHM,2010.0,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,315.0,266.0,60.0,55.0,29563,29907,0.7792,0.7303,0.7449,12.62,12.54,3.22,15.07,1.5,0.75,2.28,13.49,4,33.563889,-86.752306
62,BHM,2011.0,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,266.0,243.0,42.0,55.0,27376,27705,0.7898,0.7573,0.7509,12.37,11.8,2.34,13.84,1.59,0.62,2.32,13.38,0,33.563889,-86.752306
63,BHM,2012.0,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,147.0,143.0,31.0,18.0,26436,26597,0.8107,0.7832,0.7638,11.45,11.86,2.21,12.89,1.28,0.71,1.93,13.18,0,33.563889,-86.752306
64,BHM,2013.0,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,203.0,186.0,50.0,52.0,24460,24402,0.7691,0.7327,0.7165,13.62,12.45,2.6,15.48,1.55,1.03,2.85,15.4,4,33.563889,-86.752306
65,BHM,2014.0,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,336.0,311.0,46.0,30.0,23725,23682,0.7421,0.7183,0.7016,15.58,12.19,2.05,16.75,1.74,0.93,2.93,16.7,4,33.563889,-86.752306
66,BNA,2004.0,ASO,DAVIDSON,NASHVILLE,TN,Federalized/Commercial,752.0,723.0,163.0,49.0,84167,84551,0.7849,0.7597,0.7638,11.37,10.63,2.5,13.34,3.52,0.75,2.83,12.8,0,36.124472,-86.67819399999999
67,BNA,2005.0,ASO,DAVIDSON,NASHVILLE,TN,Federalized/Commercial,706.0,642.0,138.0,84.0,83922,84108,0.7837,0.7614,0.7655,11.61,10.9,2.51,13.43,3.48,0.89,2.57,12.79,0,36.124472,-86.67819399999999
68,BNA,2006.0,ASO,DAVIDSON,NASHVILLE,TN,Federalized/Commercial,739.0,712.0,187.0,87.0,80868,80903,0.7649,0.7339,0.7472,13.18,11.6,2.74,15.21,3.35,1.0,2.82,14.26,4,36.124472,-86.67819399999999
69,BNA,2007.0,ASO,DAVIDSON,NASHVILLE,TN,Federalized/Commercial,973.0,931.0,163.0,82.0,81020,81183,0.7513,0.7282,0.7265,14.56,11.51,2.37,16.08,3.26,1.31,3.11,15.83,4,36.124472,-86.67819399999999
70,BNA,2008.0,ASO,DAVIDSON,NASHVILLE,TN,Federalized/Commercial,791.0,743.0,169.0,58.0,75174,75172,0.7713,0.7424,0.7518,13.75,11.66,2.56,15.57,2.88,1.1,2.95,14.53,4,36.124472,-86.67819399999999
71,BNA,2009.0,ASO,DAVIDSON,NASHVILLE,TN,Federalized/Commercial,573.0,496.0,132.0,78.0,69219,69209,0.7961,0.7722,0.7871,12.05,11.37,2.18,13.35,2.61,1.03,2.72,12.04,0,36.124472,-86.67819399999999
72,BNA,2010.0,ASO,DAVIDSON,NASHVILLE,TN,Federalized/Commercial,886.0,830.0,137.0,98.0,69024,69292,0.7733,0.736,0.783,12.74,11.8,2.64,14.54,2.3,1.09,2.52,11.87,0,36.124472,-86.67819399999999
73,BNA,2011.0,ASO,DAVIDSON,NASHVILLE,TN,Federalized/Commercial,795.0,772.0,140.0,79.0,69429,69281,0.7883,0.7602,0.7869,12.51,11.51,2.43,14.06,1.94,0.86,2.48,12.22,0,36.124472,-86.67819399999999
74,BNA,2012.0,ASO,DAVIDSON,NASHVILLE,TN,Federalized/Commercial,579.0,527.0,100.0,89.0,69369,69234,0.8155,0.791,0.805,11.02,11.28,2.24,12.32,1.68,0.97,2.13,11.09,0,36.124472,-86.67819399999999
75,BNA,2013.0,ASO,DAVIDSON,NASHVILLE,TN,Federalized/Commercial,870.0,775.0,157.0,71.0,71623,71103,0.7639,0.7292,0.7599,13.91,12.07,2.96,15.84,1.61,1.19,2.76,13.85,4,36.124472,-86.67819399999999
76,BNA,2014.0,ASO,DAVIDSON,NASHVILLE,TN,Federalized/Commercial,1266.0,1222.0,152.0,60.0,70497,70414,0.7404,0.7064,0.7364,15.44,12.15,2.71,17.31,1.85,1.21,3.01,15.4,4,36.124472,-86.67819399999999
77,BOS,2004.0,ANE,SUFFOLK,BOSTON,MA,Public Use,3332.0,3343.0,269.0,127.0,188413,184869,0.8095,0.7234,0.7755,11.35,18.2,6.25,16.15,3.96,1.91,4.45,12.95,3,42.362972,-71.006417
78,BOS,2005.0,ANE,SUFFOLK,BOSTON,MA,Public Use,4199.0,4155.0,266.0,185.0,190420,185755,0.7728,0.6902,0.7267,14.0,18.04,5.91,18.53,4.48,2.25,5.19,16.65,3,42.362972,-71.006417
79,BOS,2006.0,ANE,SUFFOLK,BOSTON,MA,Public Use,3359.0,3302.0,377.0,142.0,187003,182418,0.7739,0.694,0.7175,14.18,18.25,5.9,18.61,4.43,1.82,5.14,17.55,3,42.362972,-71.006417
80,BOS,2007.0,ANE,SUFFOLK,BOSTON,MA,Public Use,4379.0,4257.0,268.0,192.0,183078,179565,0.7553,0.6567,0.7024,15.82,19.3,6.8,21.48,4.55,2.23,5.01,18.48,1,42.362972,-71.006417
81,BOS,2008.0,ANE,SUFFOLK,BOSTON,MA,Public Use,3655.0,3601.0,354.0,183.0,170491,166566,0.7897,0.7075,0.7311,14.03,18.91,5.84,18.72,4.79,1.75,4.79,17.44,3,42.362972,-71.006417
82,BOS,2009.0,ANE,SUFFOLK,BOSTON,MA,Public Use,2891.0,2838.0,284.0,126.0,162271,160775,0.8209,0.7492,0.7649,11.52,18.32,5.39,15.59,4.22,1.64,4.22,14.92,3,42.362972,-71.006417
83,BOS,2010.0,ANE,SUFFOLK,BOSTON,MA,Public Use,3071.0,3035.0,275.0,137.0,164933,162520,0.8095,0.727,0.7612,11.7,18.39,5.47,15.99,4.32,1.49,4.24,14.6,3,42.362972,-71.006417
84,BOS,2011.0,ANE,SUFFOLK,BOSTON,MA,Public Use,3621.0,3633.0,320.0,113.0,168358,164961,0.7878,0.7065,0.7378,13.38,18.15,5.2,17.57,4.26,2.02,4.24,16.17,3,42.362972,-71.006417
85,BOS,2012.0,ANE,SUFFOLK,BOSTON,MA,Public Use,1498.0,1523.0,215.0,79.0,161639,158227,0.8204,0.7563,0.795,11.56,17.15,4.23,14.82,3.53,1.86,3.0,11.98,3,42.362972,-71.006417
86,BOS,2013.0,ANE,SUFFOLK,BOSTON,MA,Public Use,1640.0,1633.0,275.0,148.0,167549,164108,0.7987,0.7174,0.7682,12.81,18.19,5.29,17.08,3.2,1.87,3.46,13.77,3,42.362972,-71.006417
87,BOS,2014.0,ANE,SUFFOLK,BOSTON,MA,Public Use,2316.0,2330.0,349.0,121.0,170013,165166,0.8067,0.7295,0.7696,11.73,18.19,5.0,15.68,3.23,1.62,3.23,13.8,3,42.362972,-71.006417
88,BUF,2004.0,AEA,ERIE,BUFFALO,NY,Federalized/Commercial,514.0,435.0,40.0,46.0,12215,12188,0.7764,0.7403,0.7173,12.94,12.41,3.16,15.0,2.29,0.85,2.85,15.89,4,42.940417,-78.730583
89,BUF,2005.0,AEA,ERIE,BUFFALO,NY,Federalized/Commercial,456.0,416.0,41.0,35.0,46558,46582,0.7535,0.716,0.7104,14.94,12.46,3.32,17.14,2.08,1.21,3.14,16.67,4,42.940417,-78.730583
90,BUF,2006.0,AEA,ERIE,BUFFALO,NY,Federalized/Commercial,559.0,489.0,87.0,37.0,45322,45345,0.7477,0.712,0.7095,15.26,12.62,3.17,17.51,2.46,1.16,3.59,16.63,4,42.940417,-78.730583
91,BUF,2007.0,AEA,ERIE,BUFFALO,NY,Federalized/Commercial,689.0,622.0,54.0,46.0,44568,44509,0.729,0.6837,0.6785,17.39,13.03,3.25,20.01,3.41,0.83,4.07,19.13,4,42.940417,-78.730583
92,BUF,2008.0,AEA,ERIE,BUFFALO,NY,Federalized/Commercial,611.0,539.0,60.0,37.0,43245,42984,0.7606,0.7239,0.7287,16.06,12.88,3.02,18.18,3.56,0.93,3.82,16.65,4,42.940417,-78.730583
93,BUF,2009.0,AEA,ERIE,BUFFALO,NY,Federalized/Commercial,344.0,301.0,38.0,45.0,40467,40256,0.7901,0.7502,0.761,13.9,12.88,3.02,16.17,3.33,1.0,3.07,13.92,4,42.940417,-78.730583
94,BUF,2010.0,AEA,ERIE,BUFFALO,NY,Federalized/Commercial,483.0,421.0,46.0,33.0,39546,39398,0.7826,0.7362,0.7534,13.93,12.95,3.1,16.25,3.08,1.03,2.83,14.56,4,42.940417,-78.730583
95,BUF,2011.0,AEA,ERIE,BUFFALO,NY,Federalized/Commercial,387.0,362.0,45.0,27.0,39067,38890,0.7663,0.7338,0.7574,15.14,12.08,2.38,16.74,2.66,0.78,2.76,14.96,4,42.940417,-78.730583
96,BUF,2012.0,AEA,ERIE,BUFFALO,NY,Federalized/Commercial,330.0,298.0,35.0,36.0,38909,38714,0.7857,0.7638,0.7744,13.48,11.54,1.88,14.63,2.37,0.9,2.28,13.34,0,42.940417,-78.730583
97,BUF,2013.0,AEA,ERIE,BUFFALO,NY,Federalized/Commercial,422.0,356.0,27.0,21.0,38706,38393,0.7736,0.7248,0.7437,14.56,12.71,3.22,16.95,2.33,1.15,2.76,15.31,4,42.940417,-78.730583
98,BUF,2014.0,AEA,ERIE,BUFFALO,NY,Federalized/Commercial,612.0,562.0,46.0,27.0,34314,34112,0.7584,0.7237,0.7376,15.53,12.17,2.42,17.26,2.33,0.7,2.5,15.96,4,42.940417,-78.730583
99,BUR,2004.0,AWP,LOS ANGELES,BURBANK,CA,Federalized/Commercial,263.0,260.0,98.0,23.0,38148,37293,0.7792,0.7637,0.7703,11.33,10.28,2.12,12.78,2.55,0.58,2.33,11.73,0,34.200666999999996,-118.358667
100,BUR,2005.0,AWP,LOS ANGELES,BURBANK,CA,Federalized/Commercial,285.0,235.0,110.0,19.0,40769,40424,0.7733,0.7435,0.747,11.33,10.93,2.73,13.47,2.66,0.89,2.89,12.56,0,34.200666999999996,-118.358667
101,BUR,2006.0,AWP,LOS ANGELES,BURBANK,CA,Federalized/Commercial,427.0,400.0,217.0,69.0,42697,42915,0.7762,0.7414,0.7631,11.4,11.56,2.74,13.5,2.57,0.58,2.63,11.79,0,34.200666999999996,-118.358667
102,BUR,2007.0,AWP,LOS ANGELES,BURBANK,CA,Federalized/Commercial,517.0,477.0,288.0,34.0,43833,43406,0.7804,0.7448,0.7707,11.79,11.89,2.74,13.86,2.8,0.69,2.52,11.99,0,34.200666999999996,-118.358667
103,BUR,2008.0,AWP,LOS ANGELES,BURBANK,CA,Federalized/Commercial,535.0,507.0,141.0,56.0,40341,40135,0.7948,0.772,0.7942,10.78,11.6,2.24,12.24,2.29,0.71,2.16,10.9,0,34.200666999999996,-118.358667
104,BUR,2009.0,AWP,LOS ANGELES,BURBANK,CA,Federalized/Commercial,412.0,390.0,115.0,47.0,34863,34744,0.8419,0.8302,0.8305,8.3,10.9,1.72,9.19,2.4,0.57,1.73,8.61,0,34.200666999999996,-118.358667
105,BUR,2010.0,AWP,LOS ANGELES,BURBANK,CA,Federalized/Commercial,465.0,444.0,124.0,46.0,34610,34039,0.8092,0.7926,0.8027,9.99,10.76,1.89,11.16,2.02,0.66,1.74,9.96,0,34.200666999999996,-118.358667
106,BUR,2011.0,AWP,LOS ANGELES,BURBANK,CA,Federalized/Commercial,493.0,426.0,76.0,66.0,32875,32495,0.8194,0.7992,0.7949,9.6,10.95,2.07,10.81,2.07,0.59,2.06,10.38,0,34.200666999999996,-118.358667
107,BUR,2012.0,AWP,LOS ANGELES,BURBANK,CA,Federalized/Commercial,488.0,456.0,33.0,40.0,32152,31902,0.8369,0.8173,0.8249,8.88,10.94,2.09,10.16,1.81,0.59,1.56,8.8,0,34.200666999999996,-118.358667
